2.33333e-03	0.00000e+00	0.00000e+00
2.33333e-03	1.57143e-03	9.75356e-03
2.33333e-03	3.14286e-03	1.01031e-02
2.33333e-03	4.71429e-03	8.52563e-03
2.33333e-03	6.28571e-03	6.85530e-03
2.33333e-03	7.85714e-03	5.48229e-03
2.33333e-03	9.42857e-03	4.42019e-03
2.33333e-03	1.10000e-02	3.60520e-03
2.33333e-03	1.25714e-02	2.97379e-03
2.33333e-03	1.41429e-02	2.47729e-03
2.33333e-03	1.57143e-02	2.08078e-03
2.33333e-03	1.72857e-02	1.75952e-03
2.33333e-03	1.88571e-02	1.49584e-03
2.33333e-03	2.04286e-02	1.27693e-03
2.33333e-03	2.20000e-02	1.09340e-03
2.33333e-03	2.35714e-02	9.38226e-04
2.33333e-03	2.51429e-02	8.06095e-04
2.33333e-03	2.67143e-02	6.92925e-04
2.33333e-03	2.82857e-02	5.95536e-04
2.33333e-03	2.98571e-02	5.11419e-04
2.33333e-03	3.14286e-02	4.38564e-04
2.33333e-03	3.30000e-02	3.75345e-04
2.33333e-03	3.45714e-02	3.20420e-04
2.33333e-03	3.61429e-02	2.72672e-04
2.33333e-03	3.77143e-02	2.31154e-04
2.33333e-03	3.92857e-02	1.95051e-04
2.33333e-03	4.08571e-02	1.63649e-04
2.33333e-03	4.24286e-02	1.36317e-04
2.33333e-03	4.40000e-02	1.12481e-04
2.33333e-03	4.55714e-02	9.16208e-05
2.33333e-03	4.71429e-02	7.32491e-05
2.33333e-03	4.87143e-02	5.69094e-05
2.33333e-03	5.02857e-02	4.21661e-05
2.33333e-03	5.18571e-02	2.86000e-05
2.33333e-03	5.34286e-02	1.58030e-05
2.33333e-03	5.50000e-02	3.37481e-06
2.33333e-03	5.65714e-02	-9.08131e-06
2.33333e-03	5.81429e-02	-2.19613e-05
2.33333e-03	5.97143e-02	-3.56638e-05
2.33333e-03	6.12857e-02	-5.05938e-05
2.33333e-03	6.28571e-02	-6.71666e-05
2.33333e-03	6.44286e-02	-8.58125e-05
2.33333e-03	6.60000e-02	-1.06982e-04
2.33333e-03	6.75714e-02	-1.31156e-04
2.33333e-03	6.91429e-02	-1.58848e-04
2.33333e-03	7.07143e-02	-1.90622e-04
2.33333e-03	7.22857e-02	-2.27105e-04
2.33333e-03	7.38571e-02	-2.69000e-04
2.33333e-03	7.54286e-02	-3.17115e-04
2.33333e-03	7.70000e-02	-3.72390e-04
2.33333e-03	7.85714e-02	-4.35935e-04
2.33333e-03	8.01429e-02	-5.09084e-04
2.33333e-03	8.17143e-02	-5.93459e-04
2.33333e-03	8.32857e-02	-6.91062e-04
2.33333e-03	8.48571e-02	-8.04400e-04
2.33333e-03	8.64286e-02	-9.36648e-04
2.33333e-03	8.80000e-02	-1.09189e-03
2.33333e-03	8.95714e-02	-1.27544e-03
2.33333e-03	9.11429e-02	-1.49431e-03
2.33333e-03	9.27143e-02	-1.75791e-03
2.33333e-03	9.42857e-02	-2.07904e-03
2.33333e-03	9.58571e-02	-2.47539e-03
2.33333e-03	9.74286e-02	-2.97171e-03
2.33333e-03	9.90000e-02	-3.60294e-03
2.33333e-03	1.00571e-01	-4.41777e-03
2.33333e-03	1.02143e-01	-5.47978e-03
2.33333e-03	1.03714e-01	-6.85284e-03
2.33333e-03	1.05286e-01	-8.52347e-03
2.33333e-03	1.06857e-01	-1.01016e-02
2.33333e-03	1.08429e-01	-9.75294e-03
2.33333e-03	1.10000e-01	0.00000e+00

7.00000e-03	0.00000e+00	0.00000e+00
7.00000e-03	1.57143e-03	7.64039e-03
7.00000e-03	3.14286e-03	1.04215e-02
7.00000e-03	4.71429e-03	1.03715e-02
7.00000e-03	6.28571e-03	9.28238e-03
7.00000e-03	7.85714e-03	7.98464e-03
7.00000e-03	9.42857e-03	6.78147e-03
7.00000e-03	1.10000e-02	5.75013e-03
7.00000e-03	1.25714e-02	4.88761e-03
7.00000e-03	1.41429e-02	4.16931e-03
7.00000e-03	1.57143e-02	3.56901e-03
7.00000e-03	1.72857e-02	3.06430e-03
7.00000e-03	1.88571e-02	2.63719e-03
7.00000e-03	2.04286e-02	2.27350e-03
7.00000e-03	2.20000e-02	1.96209e-03
7.00000e-03	2.35714e-02	1.69413e-03
7.00000e-03	2.51429e-02	1.46262e-03
7.00000e-03	2.67143e-02	1.26193e-03
7.00000e-03	2.82857e-02	1.08753e-03
7.00000e-03	2.98571e-02	9.35693e-04
7.00000e-03	3.14286e-02	8.03369e-04
7.00000e-03	3.30000e-02	6.88008e-04
7.00000e-03	3.45714e-02	5.87460e-04
7.00000e-03	3.61429e-02	4.99889e-04
7.00000e-03	3.77143e-02	4.23705e-04
7.00000e-03	3.92857e-02	3.57512e-04
7.00000e-03	4.08571e-02	3.00066e-04
7.00000e-03	4.24286e-02	2.50244e-04
7.00000e-03	4.40000e-02	2.07015e-04
7.00000e-03	4.55714e-02	1.69421e-04
7.00000e-03	4.71429e-02	1.36562e-04
7.00000e-03	4.87143e-02	1.07579e-04
7.00000e-03	5.02857e-02	8.16451e-05
7.00000e-03	5.18571e-02	5.79601e-05
7.00000e-03	5.34286e-02	3.57391e-05
7.00000e-03	5.50000e-02	1.42093e-05
7.00000e-03	5.65714e-02	-7.39628e-06
7.00000e-03	5.81429e-02	-2.98430e-05
7.00000e-03	5.97143e-02	-5.38997e-05
7.00000e-03	6.12857e-02	-8.03440e-05
7.00000e-03	6.28571e-02	-1.09968e-04
7.00000e-03	6.44286e-02	-1.43587e-04
7.00000e-03	6.60000e-02	-1.82044e-04
